,nama,ulasan,label
374,Iman Santoso,diskon harga produk bantu beli butuh tersebutterutama cod,1
375,Ade Caspriati,order pake gojk dikirm besok make someday kirim besok pake nextday order ongkir murah seller ong,1
376,Hamizan Farabi,bagus recomended onlinr shooping rumah terimakasih layan,1
377,Ruthiana Dwie S,dasar logika pesan pake kurir instant proses cepat cepat sampaiini jual ngerespon status gantung tunggu konfirmasi jual parah batal jual respon sulit cocok kasih bintang,1
378,Echo Wiryanto,kurir gesit cepat halu info paket titipin tetangga nama penerimanya,1
379,Fsllamr 29,senang merchant daftar beli muas,1
380,agyl nur ilham,promo instan same day gratis ribu cuman pick up promosi cuman,1
381,The kreatif family TKF,mudah beli repot habis energi tinggal klik rumah rumah,1
382,Samsul Ode,kasih bintang daerah timur order bantu proses kirim cepat ongkir mahal order daerah timur selleroleh daerah timur ongkirny mahal,1
383,athar,kecewa pakai promo batal otomatis ngasi voucher promo,1
384,Husni Yati,komplenan rusak barangdibulan april rusak kirim sicepatdan proses dikomplenan mediasi keputusannya selesai uang juni danasy selesai dana tlp sajasy cape hubung mesin,1
385,Rita Rita,nga gratis ongkir kota shopee brg cari paksa beli gratis ongkir,1
388,Arif ardiansyah,terimakasih tokopediasudah bantu kelas skillacademy ajar youtuber,1
390,Supriyanto,mudah vouchernya tingkat vouchernya semangat,1
392,Putri Bikhay,seru food belah,1
393,anggitafatika sari,membantuterima kasih layan big thanks data analis qlea roskiando,1
394,Dimas Fiyansah,sori cma kasih bintang sya order brang tpi dikirimtapi bagus,1
395,Ahmad Maulana,performa mantap uiux bagus lelah scrol cari butuh jaya layan negeri,1
396,Umar Ali Mulyana,kode promo plntoped hasil kode promo salah tolong,1
397,mus takim,promo pakai,1
398,Daily of Worshiper,gratis ongkir gojeknya mantab gratis ongkir via cepat mantab consumer seller untung,1
399,ANAK RANTAU,aplikasii jelekkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk bohonggggg buru produk indonesia cinta produk lokall sekarangg bang cepat transaksinya,1
401,Zum Aries00,best pokoknyasemoga baikdan produk bener real,1
402,RAMRAMCLUB,screenshot kode bayar via indoalfa gakbisa sinyalkuota habis bayar,1
403,playKAY TV,dizolimi panen telur lvl telor tokopoin tinggal kasih energi hilang progress muncul tulis pilih telur,1
404,fatmaa dika,beli ulas batal bayar ragu bayar cancel beli maaf,1
406,Jonathan bro,komplain transaksi batal otomatis langgar tc saran sistem akurat jual chat beli batal coba perhati lari dikecewakan terimakasih,1
407,Ilyas Caessar,jelek suka error transaksi bayar cashback sesuai total cashback tulis kasih rupiah,1
408,Aan Anwar,jaya batu jual beli,1
410,Hidayat Taufiki,bagus cod beli,1
411,Annisa Azzahra,dana tgl juni maksimal dana jual masukkin dana jual sebenrnya belit cs dana saldo maksimal tgl udh tgl udh nunggu tgl mei sumpah kaya marketplace orange tangan cepat beres,1
412,ryan irawan,kerennn layan gratis gratis ongkir dusc,1
415,alfain barasila,suka ngecrash jaring bagus proses memuatnya kadang instal ulang parah,1
416,Iwan setiabudy,kasih bintang karna pengirimannya balikpapan rmh minggu beda lazada shopee minggu dtng,1
417,Caesar Queen Hero,sukses sllu aman amanat smua langgan kecewa,1
418,Suharto Ps,proses cepat layan pilohan,1
419,Oki Irawan Sudiarto,offline koneksi lancar,1
421,Trimo Langgeng Utomo,pagi proses bayar tolong team cepat tindak,1
422,Puspita Tree Magdalena,ud via sekaliny promo diskon hepi limpah discount,1
423,wisnu alamsyah,cuman nyampaikan emang best harap tahan terimakasih,1
424,TOKO JURAGAN EMPANG TOSERBA,cod pembel kasih alamat palsukasian kurir sepenuh hati dikerjain,1
425,Yani Herman saputri,lewar sicepatpadahal bnyak kurir ninja jne jt kesal liahat kurir sicepat paket rumah karna rumah,1
426,Bryan Christ,kasih voucher cashback hoax nominal gede cashback gilir transaksi cashbacknya nggk transaksi pake promo platform belah kontak support nggk tindak,1
427,Social Butterfly,kirim cepat bangett seller pakai varian,1
428,Nahdiya ilma,pengirimannya lamaaaaa kemarin sen tgl juni estimasi juni nyampenya tgl juni ganti kurirdioper emngny lgi maen bola untung paket kacakalo kaca udh pecah nyampe penyok gtu pake jasa kirim cepatreguler kyk nama yatolong disiplin lgi tdinya kecewa,1
429,Ai Susi,rezeki anak sholeh gratis best,1
430,Bambang Suharto,mudah terjaminm,1
431,Zaky Mahendra,apaaan dicancel pake vocer diskon,1
433,Baim Pedrosa,via bayar cod kadang ad pilih bayar kadang muncul via bayar,1
434,Adepradnyan pradnyan,belisesuai dngan pesananserta pengepakan rapi,1
435,Rostina Pulukadang,pokok top dsni voucher butuh mu sukses oke,1
436,Za vira,suka lengkap harga saing suka pilih kurir suka tenggat jual kirim kirim batal otomatis tahan kasih kasih,1
437,Fita meilasari,komplain yaakhir buka kupon bisasering ganggu rumah,1
438,Maya Caroline,bagus shopping suka mudah kasih kasih developer,1
439,Riya Azalah,app dapet gratis ongkir dipake tibatiba tinggal,1
441,Nadhif Razendra,tolong tokoh nama vb shoppe tolong akun jual dibanned beli main nama mega dragon turning mecard beli nyampenya kerdus gepeng tolong akun dibanned,1
442,arif prasetyo,diinstall buka cek koneksi koneksinya pdhl bagus coba commerce lancar cek nonton yutub lancar buka,1
443,Linda Punya,bagus simple promo ribet kesana kemari mantap,1
444,Dwi Karindah A03,muas percaya,1
445,Siti Nur Waqi'ah,mantep banget nginstalll total bayar rp terimakasih,1
446,Jessi Waode,cepat bayar pulsa mantap,1
447,Akmal Arrafi,pilih bayar jasa kirim support fitur cod,1
448,Riska Tri Septianingsih,mantap beli pulsa ribu bayar ribu diskonnya hampur,1
450,Anny Velichia,pakai tokopediaamanah bayar pakai kredivo next bos ku,1
451,Chichi Liang,nomor daftar takut akun pakai beli hadiah gratis rupiah gabisa,1
452,Mila Soraya,muas harga sesuai cask back,1
453,Ian Perdiansah,mantap ux ui jenius pay mudah pembayarannya pakai,1
454,katazi diary,cerita pesan batal udh nunggu lamabuangwaktu,1
455,Wisata Cen'Z,payah customer service bantu memecahan batal pesan kirim,1
457,Paseduluran Tanpo Batesan,gratis ongkir gratis ongkir punguna blanjaan ribu ongkir ribu akun nggk order order batal otomatis sistem ganti gratis ongkir uninstall apps ganti,1
458,Avashia Saraswati Nugroho,cashback poin beli pulsa hemat mudah heppy tengkiu,1
459,Abdul Aziz,kasih vocer pake proses pesan batal iming iming doang,1
460,dicky diki,bantu pandemi covid kirim super aman harga harga jangkau,1
461,DINI Safitri,parahhmengganti nomor nonaktif akun coba hubung hasil tunggu tunggu tunggumohon ecomers kenyamana langgan utama kasih bukti skrang kembang,1
463,Taufik Setiawan,layan produk sesuai harga layan cepat,1
464,Agus Maryon,buka website pake browser alih sebal produk tolong mudah,1
465,Nur Kholis,bagus cuman habis bayar kosong aneh,1
466,Moch. Aris Ka,parah kecewa lambat banget respon transfer gue transfer sesuai harga gue tunggu bayar verifikasi payah,1
468,Siti Masruroh,harga liat harga mahalin harga murahin,1
469,Mora Khaka,pesan sepedatapi seller kosongdana ribetakhirnya tembus dana kembalithnk,1
470,Nur Kholis,mutu tangan langgan kasih janji profesionalismenya blooogk,1
471,Rizka Putri Rahmayani,tolol pakek voucher goblk mending shopee,1
472,aris maulana,pindah ijo suka susah,1
473,Ilham Nashrullah,ribet pinnya wajarlahh mudah tolong kasih bebas ngasih suka mudah,1
474,SURYA G Ajah,bekerjasama ptgojek indonesia sengsara driver intensif ubah complete order harga perak,1
475,nandito aditama,gatau kesini aneh jalan sinyal bagus kuota tolong fix butuh nyusahin jdnya dadak bsa pake,1
476,irwan gaming,manfaat cari,1
479,Venia Sifa,sistem rating beli jual maksimal batas minggu kasih rating beli iseng ngasih rating refund dipake produk lecek ubah sistem batas minggu ngerugiin jual banget,1
481,Gunawan Akang,kendala saldo verifikasi mluluparah banget bagus bener rugi coustomer,1
482,Ichona Argantara,scroll komentar negatif nama negri support benah,1
483,Eva Syafitri,parah parah parah benarbenar selesai kendala sempurna oke custumer servicenya ramah allahu akbar suka sangatsangat suka your best,1
486,Kemal eb,kecewa layan lambat titik terang transaksi pratama foam id kirim saller profesional,1
489,Muhamad Subarkah,oke banget layan pokok keluh respon cepat sip,1
490,Iqbal Riot,kecewa kirim sesuai komplenanpun persulit sesal,1
491,Sunardy,kirim sicepat alami lambat tpi dtng jga hri bru dri kota kota,1
492,NANDHA,voucher gratis ongkir pelit tutup akun ribet urus,1
493,Liana Deh,top beli harga jangkau voucher kuponnya,1
494,Rahmad Hidayat,diskonkuponcashback,1
495,Q An,batu produsen konsumen penuh kebutuhanseperti simbiosis mutualismeterimakasih,1
496,Babelan 1312,tipu iklan iklan gratis powerbank tulis gratis promo rp suruh bayar lapor rating komen playstore pembohonganpenipuan iklan promo,1
497,Ade Agam Efendi,beli tunda opsional,1
499,Intan Kurniawati,kecewa transaksi dri jam konfirmasi jual sen pake,1
500,tubagus the gamer289,mantap gue beli vr murah cuman gue kasih bintang mantapsssssssssss,1
501,Utami Dewi,kecewa layan pusat resolusi seller bohong tindak kapok pake karna solusi adil mantap uninstall,1
504,Victory Chanel,tolong pengajuna batal tunggu konfirmasi jual jual merespon saldo ketahan atur beli nunggu,1
505,Ferli Herdinan,kasih kasih bantu pilih latih prakerja,1
506,FIRMAN GAFFAR,instal tipu link voucher jt,1
507,Maman Sulaiman,bayar via alfamart cabang lingke darussalam banda aceh error maaf nggak transaksi tugas alfamart,1
508,Friska Tefu,suka hasil,1
509,Yasmadinata Gunawan,cepat terpecayaproduknya original harganyapun sahabat kaleng kaleng,1
510,Steven Steven,best place rekomended seller ramah sesuai packingan super aman tq gan,1
511,Semuatentang animasi,mantap bru gratis bner bner rp gratis ongkir,1
512,Andri Miftahul Akhyar,mantap bagus inovatif ramah manfaat,1
513,Rastina ???,bagus banget produk,1
514,Onal di,tolong bank metode pembayaranuntuk mudah transaksi cuman condong bank akun bank bni bayar bank bni bantu tks,1
515,Suwarti trubus,dapet voucher diskon gilir cancel hanguslah voucher nyangendap dana susu anak,1
516,Ida Royani,bayar metode bayar cod pengirimannya sedia metode bayar cod bantu kasih kasih kasih kasih,1
517,Yudi Sitanggang,beli manipulasi anjur gratis ongkir menyesalll,1
518,Lopez Marthin,terdepankepuasan produk layan ramah tama jamin,1
519,affandi susanto,koq pesan batal bayar niat beli beli murah sungguh kecewa,1
520,WAHYUDI MASAKANPADANG,bagus bos jual murah hati,1
521,Marwan Setiawan,niat ngasih voucher diskon diskon dipake transaksi batal emg diatan ngasi voucher gausah gajelas,1
522,Ardhiano FQR,merger driver demo gara promo driver peras untung doang kasian,1
523,athallah biruni,suka applikasi inimudah lancar sahabat fitur lengkap pokok wadah bisnis disinisemoga sukses,1
526,Nur Hayati,berat buka nunggu bru buka gambar lelet kebukanya sya isi paket data kya ringan kesel,1
527,Aryo Pramoni,aktif sistem cod woyygk order cod nihmana vocher seru open box hadiah bos betahkurir top kyk jt,1
528,Asna,ribet bntuan tidk bicara cs robot otomatis sja isi panduannya sesuai temu link mengupload bukti bayar,1
529,Etik Kadarwati,urus cashback freong mudah darinlapaknsebelah kluar,1
530,Rifqi Fajrul,bayar fingerprintsidik jari buka fingerprint tpi ditokopedia gagal tangan terimakasih,1
531,tika tika pangabean,kasih kasih pesan rumah selamat sesuai pesan,1
532,Iwan Suwandi,molai coba aplikaai kemarin kemarin kecewa amanah lapak,1
534,Azzqa Arliansyah,coba limit limit kredit pinjamanseperti lazadaakulakudan shoope,1
535,indra shinoda,kecewa berat suka tahan dana jual pdahal transaksi selesai beli nyalahin jual brg rusak pdhl terima masjh fungsi pake transaksi slesai minggu diributin lagilucu banget dana pnjualan tahan stop jual tokpeddd,1
537,Ahmad Dahlan,dtng sesui jngan dwonload sngaja ksih bintang baca proses,1
539,Tommy Setiawan,order tekan tombol bayar loadingnya times,1
540,chanel saya,muas thank,1
541,Ika,terimakasih seller buyer secinta ituuu sukses,1
542,narotama firman,mygydalam umhal mnn mj nn akses ajak,1
543,indah sari,bantu bertransaksi kuponnya suka,1
544,Su'ud Al-amin,cashback kepoints keovo poin,1
545,Riski Lestari,kerenkl refund uang cepatcepat respon,1
547,Abu Bakar,banget masak harga diskon malu dunia milik ajahhhhhhhhh,1
548,Brond_L,bagus tangan cepat nyaman aman bertransaksi,1
549,Jaehyun,pesan alas vocernyagwkan bayar indomaret dana ajg duit ketilepnih tanggung duit kembalikankan pake gimansih,1
550,Munarti Makmun,cepat respon adminnya tampil mudah mengingatnya,1
551,Dhen Jaka,terimakasih nina kendala login tanggap cepat login akun,1
552,Muhammad Harun,respon cepat beli gagal penjualuang kepenjual,1
553,Tati cahyati,bagus rekomended bangat kasih kasih layan,1
554,Wong Kito,sayang bayar rumah ngambil kurir,1
555,ardian farisandi,down kadang checkout kadang tulis not connect internet pdhl buka belah huffttt tolong diperbaikin,1
556,Ade Fimansyah,hati nurani admin petingginya seller mndukung aksi driverdan gimna juang driver pesanandari kebelet kecing jkarta smpe dithan lepas depok hati nuranii buka kasih kasih,1
557,Wayan Waker,kwalitas bagusdan ordernya,1
558,Albertus Agustianloen,daftar daftar akun akun situ waras,1
559,M N. Fazrie,mudah terimakasih ideologi tingkat,1
561,Prediksi Tanpa Rumus,cashback dipake dana ditransfer saldo niat pakai cashbacknya,1
562,Nuan Cherano,tolong tertib responya lambatngapain pake jasa instan kurir regular,1
563,Agus Sukirno,goto onkir murah mikir derita kurir gosend sameday ongkos murah gaji gojekmotor modal resiko lapang,1
564,Nurjaman Jajang,bagus layan produk berkualitasterimakasih,1
565,Erni Nurfiati,maaf kasih bintang nggak ngerti rp bayar,1
566,Abli Noor,bantu beli tokopeda bayar mandiri tokopedianya konfirmasi bayar,1
567,Pak Tyo,emang bener hadiah makasih butuh modal sambung hidupcara tolong kirim alamatku tetimakasih,1
568,Hasanudin,tampil notifikasi transaksi jalan susah klik strategis,1
569,Gibran Raynevaputra,jual kecewakarena admin ambil putus beli banding penjualmungkin takut gada beli,1
570,AH Channel,kemarin salah klik kurirmalah anter dateng super lelet cepat sicepat rekomend bnget cepat top,1
571,Suna Rto,coba dulugmn sic itumoga muas,1
572,Hendra Hendra,kasih kasih tokopediakarna bantu butuh akusemuga lancar husahanyadan puas denfan,1
573,relmi onid,iphone google croom suru ambil tolong bantu,1
574,Ki Agung Suryo Wijoyo,kirim gambar pesan batas sajaupload produk gagal trstidak sepraktis sebelahmasih ribet,1
575,Noerma Hillah,kasih promo rp sukses,1
576,Awang Rend,mantap promo tarik sukses,1
577,ECHO BONET22,gerai bandung minsoal bingung transaksi center takut busuk,1
578,rizky wahyu,kasih kasih tkp gabung anggota tkp senang bantu bayar listrik alat motor daerah lampung utara,1
579,Anis Puspita,jarang gratis ongkir wib gratis ongkir,1
580,andita pratiwi,blnja pengirimanhampir mnggu paket dlacak muter komplain expedisinya lot respon komplain respon beres,1
582,Hardianto Widodo,tko mudah lengkap kasih kasih,1
584,Gloria Riesty,responnya lambat bela jual chat pusat resolusi tanggap kecewa,1
586,Nodi Iswandirohman,mudah gratis ongkirny bulannya promo,1
587,Jayyid Bandrek,sip kecewa tahan,1
589,yulia setiawati,bayar bpjs pakai kode promo akun indikasi tipu anehhh pakai kode promo bisaaa nipu,1
590,Rizal Nugraha,bintang ajasaya kecewa pesan saldo balikpihak seller coment posisi onlinetopes tindak,1
591,Indra Pratama,kecewa pesan bayar alfamart pesan kunjung kirim mikir klk jera,1
592,Anita Muria Anggraini,komplain tipu jual ditokopedai batal sen jual sing jual tranfer pulsa dimau batalin sen tipu kirim nak tipu jt tolong tokopedi batalin pesenaku bekuin kecewa banget,1
593,gadget teckno_S,maaf kasih bintang paket nyasar rumah tetangga sayapadahal kasih alamat sesuai titik rumah sayauntung kurir tanggung,1
594,Iwan Handoko,buka rame bangetsangat,1
595,Genzy Rapz Rays,maaf kecewa karna bayar ribet cod bayar kredivo tolong perbarui mudah terimakasih,1
596,Sofiyansah Piyan,amanah bagus smoga amanah kecewa cs cinta lgi payllatter,1
597,Naila Azzahra,maaf gratis ongkir sempet kecewa sihh,1
598,Nur hayati Ati,kecewa pesan minggu,1
599,kartika Dewy,voucher google redeem,1
601,Mamad d fake prophet Pedofil hypersex murderer,sscapture order shopping kyk versi coba useless,1
602,Dapit Chandra,bantu mudah gratis,1
603,Nurmala Sari,kecewa pesan brg sayadsitu dtulis brg kasih tolong dperhatikan jasa kirim jujur konsumen rugi,1
604,Willii Am,tipu jual produk sesuai deskripsi foto kecewa banget tolong banned nama babikk tipu,1
606,Aldo Yp,bener bener real bayar,1
607,farid anizar,semangat tingkat semangat negri,1
610,Edy Mulyono,sukses bertransaksi percaya gratis ongkir siiip gagal kirim uang automatis bank pakat syarat macan nyaman,1
611,Khoirul Anaam,alam buruk seller atur rugi seller terimakasih pindah marketplace,1
612,Sinta Wulansari,mantullllll benerrrrrrrrr buru sekarangggg,1
613,Ananda Putra Pratama,mantap bener dapet traktiran harga rp ongkir rp nunggu dateng doang bayar wkwkkw mantap,1
614,Eva Sonia,tokpet sempurna karna udh metode cod sukses,1
615,Ahok Wah,pakai voucher batal otomatis gilir pakai voucher transaksi hasil,1
617,kang SASAGEYO,kendala app gratis ongkir shopee ngasih gratis ongkir ngasih april shopee ngasih gratis ongkir ngasih best,1
